review,label
at that point i would 've just taken a plain biscuit !,0
i will definitely order from there again .,1
a wonderful experience at the courtyard marriott from check in to check out .,1
the fries are decent .,1
maybe they had a bad day .,0
service was great .,1
it was like a window into hell .,0
so what is so great about this place ?,1
just really lots of junk .,0
i 'm hoping that i just caught them on a bad afternoon .,0
now i am forced to put in another quarter to finish my load .,0
deserts by becky are always excellent .,1
the man who owns this is super nice and so helpful !,1
the wings are cooked perfectly !,1
these people could not care less .,0
just so rude .,0
the atmosphere is relaxed and beautiful .,1
i will be back !,1
"small , overcrowded , unfriendly staff .",0
i could not even eat one !,0
"if you are in the aaa , you 'll know i 'm calling .",0
the view outside is great as you sit by the river .,1
the lunch buffet on saturday is great hangover food .,1
but the clams casino were inedible .,0
i love love love this place .,1
i felt i was in good hands .,1
everyone is still raving about it !,1
one if the best i 've ever had .,1
it was boring and flavor free .,0
everything here is the best .,1
some of the best coffee i 've ever had .,1
great breakfast !,1
"been here a few times now , food is mediocre at best .",0
i wo n't be back .,0
it would have probably been better to take the mega bus .,0
"it was juicy , cooked perfect , and priced unbelievably low for the quality !",1
it has a very nice atmosphere and the service is great .,1
i also thought it was extremely over priced .,0
both were fantastic .,1
but the grilled cheese is also exceptional .,1
this is a great co-op .,1
why did n't i get paid then ?,0
& it turned out amazing .,1
"i love the fresh , right out of the oven bread too .",1
will definitely be back .,1
"he never approached our table , but he walked past us several times .",0
however i agree with the previous reviews that the staff are killing it .,0
best sandwiches in the burgh .,1
the happy hour specials were also a plus .,1
worst restaurant ever .,0
i am paying almost _num_ bucks for this sub .,0
"always exceedingly friendly , and happy to accommodate any special requests .",1
"also , parking was shit .",0
fast forward to july ( _num_ weeks before the wedding ) .,0
"there 's absolutely nothing fancy about it , just great pies .",1
love this place so much !,1
i am so happy that a shop like this still exists .,1
"not hearing me , she goes , `` what was that ? ''",0
"service was quick and polite , food was delicious , and prices reasonable .",1
but i did n't have a problem with that .,0
the sandwich left something to be desired .,0
i would not recommend this place .,0
ca n't remember the name but it was really good .,1
that 's not how it 's done in philly .,0
"huge line at mad mex on friday night , none here .",0
it was very busy and the service was good .,1
burgers are fair and salads are pretty bad .,0
"from start to finish , the entire evening was a terrible experience .",0
( _num_ ) i called multiple times but could n't reach anyone .,0
which was an awesome touch .,1
no apologies nothing .,0
until then she was just missing .,0
this is my go to spot .,1
he was told that no sorry we are out of hushpuppies and pepsi .,0
this time was not so good .,0
i wholeheartedly trust animal elegance to take proper care of my little furry friends .,1
caesar salad was drowning in tart dressing .,0
service was great and i was impressed with the food .,1
are you kidding me ?,0
but it 's soooooo bland !,0
food is delicious and many dishes are family recipes .,1
only once was it under par .,0
"egg rolls , wonton soup were not good .",0
everyone is nice and the care is amazing .,1
the lovely regulars also help add to the ambiance .,1
i asked for ranch and blue cheese for dipping and both were delicious .,1
"but oh , how the standards have fallen !",0
zero stars for service .,0
always top notch service and food at ruth 's chris pittsburgh .,1
i 'm not a big foodie but i like my food taste better .,0
overall the rent keeps going up every year and their service just getting worse .,0
if you just want solid indian go here .,1
always good grub .,1
"our server , ed , was very attentive .",1
the food is excellent .,1
admission is always free !,1
everyone in town raves about primanti 's .,1
from start to finish our stay was perfect .,1
this is such a fantastic place to buy your groceries !,1
they even speak italian to each other !,1
best irish food in the burgh .,1
that 's awesome !,1
he pushed me and took all the chairs .,0
i really should have known better to walk in here .,0
this appetizer was recommended and was garbage .,0
i 'm visiting pittsburgh and i found this place online with several good reviews .,1
it is worth trying this place at least once just for the mousse !,1
the first time we were there almost _num_ hours .,0
absolutely love this place !,1
ill always keep my steelers pride !,1
"fantastic , wine , food and service .",1
definitely try the turkish food which is fabulous !,1
the sauce they were drowning in seemed to have almost a chemical taste .,0
when i received my order i immediately opened it to take a bite .,0
the menu says there 's a charge for fried rice instead of white .,0
just said to try back again !,0
"i love the pizza , one of my favorites downtown .",1
for my car the average oil change runs about $ _num_ .,0
i 've eaten here several times and they are not very flexible .,0
i love this coffee shop 's environment .,1
you 'll definitely be back for more .,1
mushy spaghetti drenched in the worst sauce i ever had .,0
nothing was comped and no manager was available .,0
but it was not happening at this place !,0
i do n't really have a good review for this place .,0
i highly recommend this place !,1
food was great .,1
but no .,0
it was great ( spicy ) and enough for a meal .,1
i will never place an order for me & my coworkers again .,0
walked out without making purchase .,0
not a good first impression .,0
it 's your true pittsburgh bar with seating for dinner in the back !,1
the sauce was really disgusting .,0
found this cool little spot online and decided to try it out .,1
fries were crispy and sandwich was cooked well .,1
a spiritual experience .,1
recommend arriving early as they get pretty busy during the day .,1
the food was mediocre .,0
easily the best bike shop in pittsburgh .,1
"do n't get me wrong , i wanted to like this place .",0
you do not deserve this job and should be fired .,0
an expensive mess .,0
it is amazing .,1
i love this museum !,1
excellent breakfast and lunch menu .,1
what a shame !,0
this is one of my new favorite restaurants in pittsburgh .,1
their customer service is outstanding .,1
"i like the atmosphere , and will definitely be a return regular customer .",1
their salads and breadsticks are the only real reason to go there anymore ... !,0
store is open until 2:00 .,0
the staff there is pretty great as well .,1
the pizza is really great ( i stopped ordering from anywhere else ) .,1
second sign i chose to ignore .,0
she made the `` business part '' very easy and laid back .,1
"support local businesses , but make sure they are deserving of your money !",0
the only thing this place has going for it is the local hype .,0
disgusted .,0
i will definitely be taking more work to her in the future !,1
i eat and drink here about once a month and everything is great .,1
i have driven _num_ miles in the car since beginning of september .,0
one of my favorites places back home in pa !,1
awesome coffee !,1
the lines are always long and take forever to get through .,0
they also have fresh homemade pasta that is also to die for .,1
"i never used the sauna , so i can not comment on that .",0
this place is sad .,0
i gave him my drink order and then he asked for our dinner order .,0
"i met my friend jean here , she is a once a week customer .",0
"unfortunately , we threw out most of our entrees .",0
not the best ending for such a wonderful tasting brunch .,1
great place !,1
"i love this place , and you will too !",1
the food was also not too good .,0
"having curly hair , i 've had my fair share of terrible haircuts .",0
staff was pretty efficient and fast .,1
i have no clue what they gave me .,0
_num_ staff members yelled .,0
i am hoping that my experience here was an off night .,0
this is about _num_ minutes after i arrived .,0
"what an amazing , amazing brunch they have !",1
the cushions are beautiful .,1
port authority sucks !,0
a little goodwill would have cost them nothing .,0
does n't even deserve one star !,0
"again , the food was mediocre but the staff was extremely friendly .",0
just not a good value for the $ .,0
the size that i ordered required zero alterations .,0
no time to get additional fabric .,0
this is something that tram 's has gotten badly wrong every time i visited .,0
"however , there was no way i was sending it back .",0
nice neighborhood feel .,1
"there was no sorry , we 're working on it ... etc .",0
the meat is badly burned and cold .,0
"the restaurant was about half full , i was with one other person .",0
must be a reason why this place is always packed .,1
what the hell !,0
did n't get all of the items i ordered and paid for !,0
each bite was perfect -- flavorful and expertly cooked .,1
lots of vegetarian options and nice atmosphere .,1
what we came away with from this experience is to leave .,0
"i 'm not really a messy eater , but come on !",0
noise level -- painful ?,0
"the team is professional , nice and courteous .",1
"if i could rate this a zero , i would .",0
presentation was so so and the taste of the food was mediocre .,0
"this time , the staff were new , loud and mean .",0
alexander 's offers some of the worst italian food i 've ever had .,0
excellent dinner buffet with a great selection .,1
thanks guys .,1
i 've been here twice and i 'm just not crazy about it .,0
this place is a hidden gem .,1
"i just loved this simple , nice and reasonable meal .",1
"and after her comments , i 'm so glad that i decided to leave .",0
"yes , more for the garbage .",0
the steaks came and were both overcooked .,0
great for people watching as well .,1
our waitress was phenomenal .,1
love this place !,1
i highly recommend the pastrami .,1
"huge burgers , fish sandwiches , salads .",1
never understood all the hype about this place .,0
the crab cakes were cold and overly salty .,0
it 's pretty good .,1
adorable shop with tons stuff in every corner .,1
"save yourself a lot of time , money and pain .",0
their italian cappuccino is pretty addictive .,1
my favorite breakfast joint of all time .,1
it tasted worse than it looked ( if that was possible ) .,0
"good , t great .",1
great food .,1
best servers in the 'burgh !,1
the food is pretty good compared to other indian restaurants in pittsburgh .,1
the drinks are not so great .,0
knowledgeable service .,1
i guess that is really the only thing this place has going for it .,0
"excellent seafood options , and you 'll never go wrong with the lobster rolls .",1
but over the years it has gone down hill .,0
"however , every times i drive thru pittsburgh , i always stopped here .",0
i feel i paid $ _num_ for a $ _num_ meal .,0
i love this place !,1
i do n't know why all the hype on this place .,0
the service very helpful on telling you the menu .,1
eggplant was okay but lacked adequate quantities of shrimp .,0
i will be going to this location again .,1
i also got the ball park pretzel which is amazing .,1
it was all bread and coleslaw .,0
worst service i 've ever had !,0
"do n't stay here , save your money .",0
"based on all the other reviews , probably safe to stick to pho .",0
"their sandwiches taste terrible as well , they 've always been terrible .",0
it was well balanced and i enjoyed every sip .,1
divine .,1
"i 've had good meals here , and i 've had really bad ones .",0
the service and prices were great.,1
crab rangoon is top notch as well .,1
"this is a fun place , not just functional .",1
ravioli cooked perfectly al dente .,1
there were tables and servers ?,0
i would have been furious if i paid $ _num_ for tasteless pasta .,0
"our server , was friendly .",0
"the garnish had cheese on it the first time , not the 2nd .",0
why would anyone even pay for such lousy food ?,0
i would n't recommend going here .,0
their potatoes are perfectly cooked ; soft but a little crispy as well .,1
"wonderful , as always .",1
_num_ . ),0
"i would n't order food here , again .",0
this guy is really a treasure .,1
"later on , we realized that there was no soap anywhere in the bathroom .",0
"the salad dressing was tasteless , the jumbo shrimp was under cooked and chewy .",0
try their calamari over angel hair yum !,0
but then again he knows everything is crap in his store .,0
sushi kim is the spot to go for authentic korean food in pittsburgh !,1
love this place .,1
"if i could give the place zero stars , i would .",0
the spring rolls were completely soggy .,0
amazing sandwiches .,1
came here for lunch with my cousin .,1
it 's not hard .,0
the soda was flat .,0
do n't use the drive-thru .,0
love !,1
the broiled flounder was n't very hot and neither were my steamed veggies .,0
i give this a big thumbs up .,1
but waited over _num_ minutes for them to take our order .,0
best place to eat on waterfront .,1
terrible customer service !,0
and another which was not the one my husband had ordered .,0
best lunch in downtown !,1
"needless to say , i will not be back .",0
i loved the sandwich with the fries and slaw in top ... great stuff !,1
it is a large practice and the entire staff is friendly and professional .,1
"either way , on a saturday night , i would n't recommend going here .",0
the people that work there are the nicest folk that clearly love their jobs .,1
this is amazing food in a restaurant that is sophisticated without even trying .,1
"overall , it 's a great spot !",1
fun place with a fun menu and good sandwiches .,1
my favorite thing on the menu is the margherita pizza .,1
amazing .,1
not even an acknowledgement from the wait staff .,0
a complete waste of $ _num_ .,0
seriously any meal that he saves up for better be amazing and this is !,1
gross .,0
"great location , front desk staff were very personable .",1
i would not recommend this place for food .,0
the food is superb and the service is also very good .,1
you disappointed me .,0
"excellent service , great meal !",1
the produce in their hoagies is as bad as their salads .,0
the gym also has barely any lighting .,0
unfortunately the reality did n't match the idea of the burger .,0
horrible drink ( old fashioned ) ?,0
there was no third bite .,0
my shepherd 's pie was outstanding .,1
"and i might add , he knew i was sitting there waiting .",0
"times , and it still is not resolved .",0
the waiter was not nice at all !,0
i declined that after reading is was mediocre at best .,0
attentive and friendly staff with strong knowledge of the menu .,1
i love this place .,1
well i can say i came to pittsburgh and finally tried the famous sandwich .,1
glad to have an easily accessible church downtown !,1
both were large and delicious .,1
the only downfall was their delivery time .,0
our server john was very nice and professional .,1
the staff is exceptional here .,1
"anything you could possibly want , they 've got it .",1
i really do .,1
owners should know how they are being represented at the front register .,0
it was made from pork instead of beef with frozen peas and carrots .,0
"they are accommodating , knowledgeable , affordable , and fast .",1
full flavored sauce .,1
i refused .,0
for the most part they were rude and inattentive .,0
i 'm too scared to shop there after dark .,0
great atmosphere and service make this one of my favorites close to downtown pittsburgh .,1
i got tired of spending _num_ minutes of my lunch break waiting in line .,0
"thankfully , our later stops were much better .",0
they were rude .,0
their market square location worse .,0
i really do n't get giant eagle .,0
but even if you have to wait it 's well worth it .,1
the chicken nuggets come out under par .,0
rude .,0
love the environment and the food was really good .,1
always helpful and always call to let you know when service is fixed .,1
such excellent customer service is rare these days and i highly recommend this business .,1
this place is a keeper !,1
"anyway port authority to sum it up , is a hot damn mess .",0
we have n't eaten our way through everything yet but it 's all fantastic .,1
"the nail lady , carol , does a fantastic job .",1
"basically the whole experience was pure torture , which is disappointing .",0
"the crab cakes were definitely frozen , and not made from blue crab .",0
its not very good at all .,0
service is always slow .,0
best pizza ever !,1
they are n't very friendly there at all either .,0
"i want to know what to expect , you know ?",0
do n't order from this shop if you want a timely delivery .,0
wow .,1
it 's amazing !,1
i love that they feature new flavors every day to keep things interesting .,1
"however , neither were great .",0
the sushi rolls here are the biggest i have ever seen !,1
we need more irish pubs and local old time watering holes .,0
will not eat here again .,0
"our first time there , the bartender was great .",1
i would give carolina auto repair no stars if possible .,0
i tried their pierogi which i found to be quite good .,1
it 's a great place to not only shop for yourself but for gifts .,1
this was the most absurd display at a restaurant i have ever seen .,0
i do n't know how this keeps happening .,0
"save your money , shop elsewhere .",0
i 'm weird like that .,0
go here to relax or enjoy good food both thumbs up .,1
"price does n't matter to me at all , though .",0
the food is creative and many of the items are organic or locally grown .,1
a fine breakfast joint .,1
i do not get the hype behind this place .,0
my order was $ _num_ .,0
i love it- some of the best slices in pgh !,1
"one , quite literally , threw a guy off of the bus for me .",0
"first off , it is desperately in need of some updates .",0
location is very pleasant .,1
associates very friendly as well !,1
"but , because i just love the atmosphere there .",1
at this point the whole place feels bad for the mother and daughter .,0
love this place for it 's food .,1
which is a huge shame .,0
if you drink good beer the beer cave will awe you .,1
their roman style pizza is to die for !,1
reuben sandwich was greasy and had little meat .,0
"if you care about your natural nails , stay away from this place .",0
they were not met here .,0
the produce and prepared foods are very fresh and enticing as well .,1
the night was not lost .,0
soup has no flavour and it seems to have excessive msg .,0
_num_ ) my hot chocolate was just gross .,0
enormous selection of beers in the cave as well as on tap .,1
seriously best thing possible .,1
every time i have been to cafe sam i have been very disappointed .,0
$ _num_ per salad ?,0
i really enjoyed my experience at lidia 's .,1
amazing pizza .,1
how can a restaurant not have proper seating for its paying customers ?,0
this place is a disaster .,0
superb customer service .,1
"excellent real chinese food , friendly service .",1
worst service of all time .,0
had a great hoagie from here last night .,1
"i had the chicken pho , and it was absolutely amazing .",1
do n't bother .,0
"we went back in the main door , clearly confused .",0
super fresh and flavorful dough .,1
so reasonably priced and the food is unreal !,1
"ordered _num_ dishes , all pretty average .",0
"after trying a couple groomers in pittsburgh , we found animal elegance .",1
"overall the food , service , and atmosphere deserve _num_ star .",0
it really is pure torture sometimes .,0
there are just too many misses in my book though .,0
just go and enjoy !,1
the soup was neither hot in temperature or spice but it certainly was sour .,0
two thumbs up !,1
i did like that the almonds stayed crispy even through shipping .,0
i made the mistake of going -- once -- on a weekend .,0
all the reviews are right on about this place !,1
walter 's will definitely be getting my business in the future !,1
customer service is poor .,0
they just broke into my house without any notice to show around .,0
i really like the chili .,0
the price was fair and the delivery driver was nice .,0
highly recommend dr .,1
delicious !,1
do not go inside !,1
great pizza !,1
the drive thru line is always too long and moves too slowly .,0
go to sesame inn in north hills and other locations .,0
"when we finally got the pizza , it was not hot .",0
"ghetto , the server kept calling me baby all night .",0
"sorry , bummer .",0
$ _num_ side dishes .,0
i highly recommend their italian hoagies .,1
"went to easter brunch , was served some coffee from a can .",0
"the pizza was n't bad , but it was n't great either .",0
"thank you , ray !",1
poor quality work .,0
they really give you a ton of meat .,1
"we had reservations , which was good because it was packed that saturday night .",0
vincent 's is a solid local pizzeria .,1
good .,1
i ended up getting probably the worst haircut i 'd had in _num_ years .,0
we got this hotel room via hotwire at a great price .,0
it 's just generic stuff .,0
i highly recommend them .,1
went in there with friends knowing `` friends '' but everyone was rude .,0
i rushed to tan today after work .,0
i should have refused delivery and just got my money back .,0
"the selection was not unique , though there were plenty of dresses .",0
it also does not help that they do not have beer prices listed .,0
everything i 've tried has been so good .,1
"after that , everything else is what i consider the personal taste part .",0
the iced sugar cookies are so good !,1
my favorite thing was probably the pretzels !,1
"meat is fresh , toppings sublime , and the friendliest owner as well .",1
"no offer of water , or a drink .",0
i highly recommend checking it out !,1
perfect place !,1
portion size generous .,1
followed with an arrogant face !,0
i just got lunch from here today .,1
my steak hoagie was actually two mini sandwiches .,0
a great experience overall .,1
i will be back !,1
excellent pizza .,1
talk about a nasty look and attitude .,0
this place is just fantastic .,1
needless to say i do n't think i will be returning .,0
"i mean dude , you got ta go !",1
they are a very honest shop and they do quality work !,1
stick to basics and this is the best place in or around the 'burgh .,1
i left extremely upset and no one cared .,0
that pissed me right off .,0
breakfast was pathetic .,0
good service .,1
"thanks , max 's .",1
"i ordered it without lettuce , tomato , onions , or dressing .",0
the potatoes were very bland despite being served with warm butter on the side .,0
but there 's nothing special about this place .,0
my wife 's dinner was bland .,0
such great service !,1
"but let me tell you , i was highly disappointed .",0
"so all-in-all , the food was sub-par at best .",0
"we started out with a cheese tasting , which was very good .",1
"all i could taste was the overwhelming chemical , fake garlic flavor .",0
this was really disappointing .,0
the garbage and mail are very inconvenient .,0
"atmosphere for working with chill , usually good music and interesting crowd .",1
oh i love this place .,1
there are too many decent pizza delivery places around to settle for this .,0
great groceries !,1
there is also a _num_ inch ?,0
"anyway , the place is small and intimate , one server handles the floor .",1
both meals were served barely warm .,0
gelato in the back is good .,1
the lamb is definitely good .,1
easy to pick from menu and very friendly service .,1
good service .,1
"wonderful and attentive service , nice atmosphere , and large portions of tasty food .",1
great food at cheap prices .,1
i wo n't be coming here again .,0
free internet is always a big plus with lots of outlets .,1
there is also fee for sharing plate but again worth it .,1
this beer is like champaign and it makes my whole stomach nice and cold .,0
the pool is strictly a lap pool .,0
its a great place for a family meal on a budget !,1
stopped in with my daughter we just wanted something small to eat .,0
wonderful brunch and good dinner .,1
"if we ever get to the pittsburgh area again , we will go back !",1
my daughter & i enjoy pf chang 's each time we dine there together .,1
food is pretty good and a nice bar .,1
i was even given a nice hot cup of coffee !,1
drinks were not good .,0
love this place !,1
service is always great anytime i 've been there .,1
"moderate service , nice atmosphere , though sometimes a bit too loud for conversation .",1
i disliked the cold cheese and cold pepperoni on so so crust .,0
"the food is bland , bland bland .",0
foods that we 've had ( primarily apps ) are always delicious .,1
the bill .,0
keep up the good work guys !,1
"i 've tried this place once , and i loved it .",1
definitely stop by again next time i am in town .,1
the issue was how grossly understaffed they were .,0
pizza is excellent and rivals any pizza only place in pittsburgh .,1
"parking is super easy , too .",1
what a great find !,1
so here comes the story of walnut capital .,0
ashley was our waitress ... fantastic service !,1
it is quite unique and comes with plenty of options for toppings .,1
the waiter did not even bother to ask if everything was okay .,0
it 's an embarrassment on walnut .,0
unique items .,1
"my boyfriend had the buffalo chicken sandwich , which he loved .",0
"if i could give them zero stars , i would .",0
"its really too bad , they are super close to my apartment .",0
it all had no taste !,0
i love you park house .,1
too late to back out .,0
i was so confused and annoyed that i just left after paying .,0
we will not be back .,0
the service was terrible .,0
"we checked in , put our stuff in our room , and left .",0
best salon in pittsburgh .,1
always hot and fresh .,1
we were ... disappointed .,0
"this was an expensive skirt , completely ruined .",0
the drinks were n't anything special either .,0
i was really looking forward to a huge tasty sandwich but was greatly disappointed !,0
delicious martini 's !,1
i feel like she treated me like a criminal .,0
just go elsewhere .,0
their food is amazing .,1
"however , overall i would still recommend it .",1
he loves what he does and it shows !,1
awesome place to go on a date .,1
well done pittsburgh !,1
absolutely .,1
it 's not going to happen .,0
i was not impressed with the sushi either .,0
would n't go back .,0
most of the time - the entire floor consists of one major art piece .,1
they always go above and beyond with there service and work .,1
not the drivers fault .,0
amanda was our contact and she always available .,1
not cool .,0
"love the atmosphere , and adore one of the owners , lisa .",1
"i understand , you ca n't try them all .",0
they refuse to put anything on paper .,0
i love that .,1
"the food i ordered was penne alla vodka , which was pretty tasty .",0
also the ambiance of anthony 's is not the same .,0
these a holes .,0
"overall , i definitely recommend giving this place a try .",1
i highly recommend this for anyone visiting pittsburgh .,1
the owner was rude and did not even apologize for the horrible service .,0
but it 's always very good .,1
dirty place and horrible service .,0
he also went on to give me the fastest haircut i 've ever had .,0
one of the best ever for bad to the bone great bar food .,1
other customers were nice and we enjoyed talking with them .,1
the red sauce tasted like it was ketchup with sugar added .,0
"great people , very reasonable prices and great haircuts .",1
both are awesome !,1
always stop in for fresh feta and olives .,1
but my recent experience there has changed my mind a bit .,0
takeout is gross .,0
"moreover , they found ways to help save on the expense .",1
so why my low score ?,0
poor customer service .,0
"great service , friendly staff , perfect hair cuts .",1
this was a mistake .,0
"other than that , meh .",0
the bakery is delish !,1
the service was not very good .,0
"like other vegan reviewers , i very much enjoyed the wide range of options .",1
but it was still a great time .,1
not my favorite .,0
it does n't say cash only anywhere inside or on the menu either .,0
the mango is the best .,1
they have really really really good pizza and food.,1
she had to check with kitchen several times to answer our questions .,0
service was fast and friendly .,1
the drinks are strong and pricey !,1
most delicious long island iced tea in the city .,1
"the food , however , was disappointing .",0
their food is gross and i 've seen nice running around in there .,0
simply awful .,0
very cool place to have a nice dinner .,1
we both got our favorite dogs and the best french fries in pittsburgh .,1
everyone i show this place to loves it .,1
this is just my experience .,0
i go here to get away and enjoy a nice drink and great company .,1
it 's hard to find a good chinese place .,1
its priced good and atmosphere is good .,1
i 'm definitely not coming back .,0
the front desk clerk said that it should not be much longer .,0
"so , i had been wanting to try this place for some time .",0
there are plenty of other bridal salons that would be much nicer and accommodating .,0
fail !,0
"for many , many years i had the same massage therapist .",0
believe the great reviews !,1
it was off .,0
surprisingly authentic and inexpensive italian coffee shop in a downtown area .,1
the food is crap .,0
drink specials and great food selection .,1
i could not even finish half of mine .,0
so it was no discount at all .,0
perfect place for a nice thanksgiving menu .,1
next time i 'm back in pittsburgh i 'll definitely come back !,1
owner and employee alike no manners and nasty .,0
check it out and check out the other reviews for more info !,1
food is fresh and quick !,1
this is one of the worst experiences i have had at a restaurant .,0
the food here is pretty good .,1
did they bite off more than they can chew ?,0
"crispy on the outside , creamy and cheesy on the inside .",0
my husband gave me a gift certificate for this salon .,0
"the entrees , however , left much to be desired .",0
horrible experience .,0
the service was great .,1
"i may come to have drinks , but never to eat .",0
the food is so fresh .,1
just not what i had in mind .,0
"if a cold beer is all you want , go for it .",0
original and a really great experience .,1
i 'm not sure i can even give this place one star .,0
just awful .,0
great people who were so helpful and the products are quality !,1
"otherwise , they make a nice effort to change their routes relatively often .",1
authentic greek grocery .,1
definitely recommend !,1
it was gross .,0
they have the most amazing taco cart out front .,1
update - went back another time and the pizza was mediocre at best .,0
the service is here so incredibly inconsistent .,0
as expected the room was very clean and it smelled very fresh as well .,1
she reluctantly gave me the owners name .,0
"i really wanted to write a good review , but the experience was disappointing .",0
i called in two cold sandwiches and was told it would be _num_ mins .,0
mixed in with this were some dried herbs - maybe an italian mix ?,0
"however , their store hours are absolutely terrible .",0
it was a weird experience .,0
great selection .,1
great for a quick casual bite .,1
this is probably the worst review of a restaurant i 've ever written .,0
"great food , awesome customer service not to mention the atmosphere !",1
awesome pizza .,1
i highly recommend it .,1
honest would be the right word to describe the people at walter 's automotive .,1
this is my favorite place to order delivery pizza from .,1
just do n't expect fantastic korean bbq .,0
i arrived and was disappointed to not see the arrangement i ordered .,0
the iced tea is also terrible tasting .,0
just go here be happy .,1
the best gym i 've ever encountered at a hotel .,1
they also have regular fare for those who do n't enjoy german food .,1
"_num_ weeks later , no title ?",0
wish there was a choice of no stars .,0
a very good value for your money .,1
it was god awful .,0
i really like this place .,1
"but a young , fun , party like atmosphere .",1
dale is do professional it 's amazing .,1
"amazing selection , daily specials , reward card , reasonable pricing .",1
did n't matter that our food was n't correct and our drinks were empty .,0
their steak is terrific as are their bbq pork quesadillas .,1
both were very dry and lacked flavor .,0
i ordered a side salad and it was all iceberg lettuce .,0
heck no !,0
a nice comfort italian joint with some unique twists and lovely service .,1
i got a pie last time i was in town will defiantly be back !,1
worst mcdonalds i have ever been to .,0
i love smiley 's .,1
she sent it back .,0
after standing there for a couple minutes we were then given our check .,0
"decent pizza and hoagies , tomato bisque soup is a+ , good service .",1
was served freezing cold enchiladas and pizza .,0
ridiculous .,0
"by the time they were cooked , everyone was finished eating .",0
very good !,1
good food .,1
dan is awesome !,1
the prices are reasonable and the staff has been friendly both times !,1
overall a great experience very friendly people .,1
"all in all , well done and keep up the good work .",1
"my minimum tip is $ _num_ , even at the cheapest places .",0
the staff is attentive and friendly .,1
the waitress there are extremely rude .,0
"for the main course , i selected the gnocchi and grilled sausage .",0
actually i will make sure to spread the word of this terrible experience .,0
mediocre at best .,0
"when our food came though , everything was below average .",0
it was pretty busy and there were people everywhere .,0
the service was excellent .,1
"very friendly , and approachable .",1
"i love the pretzel cones , but everything is good .",1
never going back .,0
the spicy sausage gives it an extra kick that makes you wanting more .,1
"everyone without exception was very attentive , friendly , helpful , and generally awesome .",1
seafood including oysters were fresh and well prepared .,1
"friendly staff , good prices and good size plates .",1
free right by the front desk .,1
", glad to see a good guy was able to make it back !",1
this is my favorite spot in pittsburgh !,1
highly recommended .,1
the hoagies are ginormous and the pizza is some of the best in town .,1
"location is great as well , right across the movie theater .",1
the staff is always nice and they keep the store clean .,1
just skip it .,0
the food is good and plentiful and the beer selection is impressive .,1
"yes , but only if it is convenient .",0
i really do n't know how this place got any good reviews .,0
unfortunately my family decided to go here again tonight .,0
the customer is always right .,1
our waitress carrie was extremely rude and had a really bad attitude .,0
they were super buttery ... too much so .,0
i had the manicotti it was very good !,1
kids love smiley and so do i !,1
this place is awesome .,1
"i had the gnocchi , which comes with duck ragu - fantastic !",1
the food is exceptional as is the staff .,1
it 's also a good lunch spot !,1
never going back .,0
"needless to say , i will not be back .",0
probably should have gotten a salad .,0
nothing special - have no idea why people would rave about this .,0
waitress did n't even know until i told her politely .,0
food presentation makes your eyes bigger than your stomach !,1
their soups are very good .,1
"good food , good service , and always an enjoyable visit .",1
everyone that works there seems to be happy and that they like their jobs .,1
my white wine flight was wonderful !,1
fabulous !,1
it was handled professionally and friendly .,1
dirty and slow .,0
there is no option for zero stars so i was forced to give one .,0
"my friends dishes were also great , especially the lasagna which was massive .",1
"guess who was n't too busy , carnegie coffee company down the street .",0
i 'd have to say i was pretty disappointed with my overall experience .,0
ambience is lively .,1
"anyway , the giant eagle here is enormous , as you 'd imagine .",1
everyone else was thrilled with their dogs as well .,1
it happens !,0
i 've gone here for years and highly recommend it .,1
the light roast coffee was cold .,0
they also have fake sales .,0
the place is ginormous !,1
"nice staff , and good beer selection .",1
"the food , however , is mediocre at best .",0
i stopped in on a whim alone and sat at the counter .,0
"competitive with the big boxes , as far as i can tell .",1
the food here is amazing .,1
there are so many good things about this lovely little gem of a place .,1
the employees are so knowledgeable and helpful !,1
this place is always packed .,1
"it 's expensive , the food is so so .",0
"then , they did n't even do anything to make it up to me .",0
"oh and less than stellar fries , with a cup of cole slaw .",0
"if you are going to order something , i would go with the pizza .",0
"for the prices at this place , i had hoped for so much more .",0
this is the perfect local spot to get breakfast and or a delicious lunch .,1
what draws me here is the ambiance .,1
our bill was over $ _num_ .,0
espresso is pretty bad .,0
it 's still good .,1
_num_ minutes later half of our party needed to leave .,0
"bored , bored , bored , bored , bored .",0
"the quality is completely gone , portions are smaller , prices higher .",0
they also have daily specials and ice cream which is really good .,1
instead of about _num_ '' _num_ '' it 's about _num_ '' thick .,0
the towel the girl put out had large brown stains on it !,0
i highly recommend this bakery to anyone !,1
total for one waffle cone with sprinkles = $ _num_ .,0
that 's a real pittsburgh class act .,1
i had a horrible experience .,0
"however , i never ever will let a social event get out of control .",0
great service and food .,1
"of course , the order came out quickly , and wrong .",0
: ) definitely worth trying .,1
there were maybe _num_ people around the bar .,0
imitation crab & lots of filling .,0
ok atmosphere drinks are overpriced for the area .,0
this apple is too green to eat much less pay for .,0
this location is terrible .,0
entree _num_ : beer battered fish and mac and cheese .,0
rooms were clean and the amenities were fine .,0
"the food is basic and inexpensive , you get what you pay for .",0
"however , i think i would try somewhere else to dine .",0
but the attitude of this place could be better .,0
i guess that 's what they say to excuse the lack of proper a/c .,0
just do n't expect to get anything else out of it .,0
their homemade tortillas are also pretty delicious .,1
stopped here after a wedding and it was delicious !,1
